Cliente_ID;Genero;Adulto_Mayor;Tiene_Pareja;Tiene_Dependientes;Antiguedad_Meses;Rango_Antiguedad;Servicio_Telefono;Multiples_Lineas;Servicio_Internet;Seguridad_Online;Respaldo_Online;Proteccion_Dispositivo;Soporte_Tecnico;Streaming_TV;Streaming_Peliculas;Tipo_Contrato;Facturacion_Papel;Metodo_Pago;Cargo_Mensual;Cargo_Total;Numero_Servicios;Ingreso_Riesgo;Estado_Churn;Churn
0390-DCFDQ;Female;1;Yes;No;1;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70,45;70,45;1;70,45;Churn;1
3146-MSEGF;Female;1;Yes;Yes;72;49-72 meses;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);88,05;6425,65;8;0,00;Activo;0
4080-OGPJL;Female;0;No;No;8;0-12 meses;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;No;Electronic check;71,15;563,65;5;71,15;Churn;1
1095-WGNGG;Female;0;Yes;No;61;49-72 meses;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);101,05;5971,25;5;0,00;Activo;0
2636-SJDOU;Male;0;No;No;64;49-72 meses;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;One year;Yes;Credit card (automatic);84,30;5289,05;4;0,00;Activo;0
1131-QQZEB;Male;1;Yes;No;71;49-72 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);23,95;1756,20;2;0,00;Activo;0
5716-EZXZN;Female;0;Yes;Yes;65;49-72 meses;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;No;Two year;Yes;Credit card (automatic);99,05;6416,70;6;0,00;Activo;0
6837-BJYDQ;Male;0;No;No;3;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,60;61,35;1;0,00;Activo;0
2135-RXIHG;Male;0;No;No;1;0-12 meses;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;45,65;45,65;1;45,65;Churn;1
6440-DKQGE;Male;0;No;Yes;30;25-48 meses;Yes;No;DSL;No;Yes;Yes;No;Yes;No;One year;No;Credit card (automatic);64,50;1929,95;4;0,00;Activo;0
3466-BYAVD;Male;0;Yes;Yes;15;13-24 meses;Yes;No;DSL;No;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Mailed check;69,50;1071,40;5;0,00;Activo;0
3780-YVMFA;Female;0;Yes;Yes;8;0-12 meses;Yes;No;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;68,55;564,35;4;0,00;Activo;0
3874-EQOEP;Male;0;No;No;7;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;95,00;655,50;4;95,00;Churn;1
1679-JRFBR;Female;0;Yes;Yes;70;49-72 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);108,15;7930,55;7;0,00;Activo;0
9073-ZZIAY;Male;0;Yes;Yes;62;49-72 meses;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;86,10;5215,25;7;0,00;Activo;0
3077-RSNTJ;Female;0;Yes;Yes;6;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,70;113,50;1;0,00;Activo;0
6551-GNYDG;Female;0;Yes;Yes;14;13-24 meses;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);80,90;1152,80;2;0,00;Activo;0
9167-APMXZ;Female;0;No;No;22;13-24 meses;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);84,15;1821,95;3;0,00;Activo;0
2749-CTKAJ;Male;0;Yes;Yes;22;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,15;419,90;1;0,00;Activo;0
6371-NZYEG;Male;0;Yes;Yes;16;13-24 meses;Yes;No;DSL;Yes;No;Yes;No;Yes;No;Two year;No;Mailed check;64,25;1024,00;4;0,00;Activo;0
7554-NEWDD;Male;0;No;No;10;0-12 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25,70;251,60;2;0,00;Activo;0
8992-VONJD;Female;0;No;Yes;13;13-24 meses;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;56,00;764,55;3;0,00;Activo;0
0867-MKZVY;Female;0;Yes;No;20;13-24 meses;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;82,40;1592,35;3;82,40;Churn;1
4482-EWFMI;Female;0;No;No;2;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,70;135,20;1;0,00;Activo;0
4648-YPBTM;Male;0;No;No;53;49-72 meses;Yes;Yes;DSL;No;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);73,90;3958,25;6;0,00;Activo;0
2907-ILJBN;Female;0;Yes;Yes;11;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,60;233,90;1;0,00;Activo;0
6345-FZOQH;Male;0;Yes;No;69;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,90;1363,45;1;0,00;Activo;0
3376-BMGFE;Female;0;No;No;4;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);70,90;273,00;1;70,90;Churn;1
5997-OPVFA;Male;0;Yes;No;72;49-72 meses;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);89,05;6254,45;8;0,00;Activo;0
3445-HXXGF;Male;1;Yes;No;58;49-72 meses;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;45,30;2651,20;3;45,30;Churn;1
1159-WFSGR;Female;0;Yes;Yes;16;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;20,40;321,40;1;0,00;Activo;0
7654-YWJUF;Male;0;Yes;No;43;25-48 meses;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;No;One year;Yes;Bank transfer (automatic);84,25;3539,25;4;0,00;Activo;0
1875-QIVME;Female;0;Yes;No;2;0-12 meses;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;104,40;242,80;6;104,40;Churn;1
6727-IOTLZ;Male;0;Yes;No;14;13-24 meses;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;81,95;1181,75;6;0,00;Activo;0
0691-JVSYA;Female;0;Yes;No;53;49-72 meses;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);94,85;5000,20;4;94,85;Churn;1
5918-VUKWP;Female;0;No;No;32;25-48 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,55;654,55;1;0,00;Activo;0
1744-JHKYS;Female;0;Yes;No;34;25-48 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;24,70;780,20;2;0,00;Activo;0
2656-FMOKZ;Female;1;No;No;15;13-24 meses;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;74,45;1145,70;2;74,45;Churn;1
2070-FNEXE;Female;1;No;No;7;0-12 meses;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);76,45;503,60;2;76,45;Churn;1
5947-SGKCL;Female;0;Yes;Yes;15;13-24 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);105,35;1559,25;6;0,00;Activo;0
3712-PKXZA;Male;0;Yes;No;61;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);20,55;1252,00;1;0,00;Activo;0
6317-YPKDH;Female;0;No;No;1;0-12 meses;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);29,95;29,95;1;29,95;Churn;1
6582-OIVSP;Female;0;No;No;1;0-12 meses;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;45,30;45,30;1;0,00;Activo;0
9367-WXLCH;Male;0;No;No;8;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);84,50;662,65;3;84,50;Churn;1
5524-KHNJP;Male;0;Yes;Yes;33;25-48 meses;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;One year;No;Credit card (automatic);74,75;2453,30;5;0,00;Activo;0
1918-ZBFQJ;Female;0;No;No;13;13-24 meses;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;79,25;1111,65;3;79,25;Churn;1
1024-GUALD;Female;0;Yes;No;1;0-12 meses;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;24,80;24,80;0;24,80;Churn;1
4827-USJHP;Male;0;No;No;20;13-24 meses;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;51,80;1023,85;2;0,00;Activo;0
8167-GJLRN;Male;0;No;No;3;0-12 meses;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Electronic check;30,40;82,15;1;0,00;Activo;0
0956-SYCWG;Female;0;No;No;13;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;19,65;244,80;1;0,00;Activo;0
8017-UVSZU;Female;0;Yes;No;40;25-48 meses;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);56,60;2379,10;3;0,00;Activo;0
7100-FQPRV;Male;0;Yes;Yes;43;25-48 meses;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;One year;Yes;Credit card (automatic);71,90;3173,35;5;0,00;Activo;0
2472-OVKUP;Male;0;Yes;No;6;0-12 meses;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;91,00;531,00;4;91,00;Churn;1
2984-RGEYA;Female;0;Yes;Yes;69;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,75;1375,40;1;0,00;Activo;0
9680-NIAUV;Female;0;Yes;Yes;72;49-72 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);109,70;8129,30;7;0,00;Activo;0
2146-EGVDT;Male;0;Yes;Yes;59;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,30;1192,70;1;0,00;Activo;0
2604-IJPDU;Female;0;Yes;No;20;13-24 meses;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;96,55;1901,65;5;0,00;Activo;0
9178-JHUVJ;Male;0;Yes;Yes;24;13-24 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);24,10;587,40;2;0,00;Activo;0
6168-YBYNP;Male;0;No;No;59;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;111,35;6519,75;7;0,00;Activo;0
7255-SSFBC;Male;0;Yes;Yes;72;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);112,25;8041,65;7;0,00;Activo;0
3645-DEYGF;Male;0;No;Yes;1;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,75;20,75;1;0,00;Activo;0
9323-HGFWY;Female;0;Yes;No;27;25-48 meses;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);101,90;2681,15;5;0,00;Activo;0
8544-GOQSH;Female;0;No;No;14;13-24 meses;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);80,05;1112,30;3;0,00;Activo;0
3363-DTIVD;Male;0;Yes;Yes;71;49-72 meses;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;No;Electronic check;105,55;7405,50;6;0,00;Activo;0
7018-WBJNK;Male;0;No;Yes;13;13-24 meses;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);78,30;1033,95;2;0,00;Activo;0
9142-KZXOP;Male;0;No;No;44;25-48 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);68,85;2958,95;1;0,00;Activo;0
7674-YTAFD;Female;0;No;No;33;25-48 meses;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);79,95;2684,85;3;0,00;Activo;0
6348-SNFUS;Male;0;Yes;Yes;72;49-72 meses;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Credit card (automatic);55,45;4179,20;5;0,00;Activo;0
1285-OKIPP;Male;0;No;No;1;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;79,90;79,90;2;79,90;Churn;1
7825-ECJRF;Female;0;No;No;19;13-24 meses;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;106,60;1934,45;6;106,60;Churn;1
1347-KTTTA;Male;0;Yes;No;64;49-72 meses;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);102,45;6654,10;6;0,00;Activo;0
7841-TZDMQ;Male;0;No;No;2;0-12 meses;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);46,00;84,50;1;46,00;Churn;1
4195-NZGTA;Female;0;No;No;1;0-12 meses;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;25,25;25,25;0;0,00;Activo;0
7157-SMCFK;Male;0;No;Yes;61;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,75;1124,20;1;0,00;Activo;0
4709-LKHYG;Female;0;Yes;Yes;29;25-48 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;20,00;540,05;1;0,00;Activo;0
2504-DSHIH;Male;1;Yes;No;23;13-24 meses;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;86,80;1975,85;3;0,00;Activo;0
0699-NDKJM;Female;0;Yes;No;57;49-72 meses;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);58,75;3437,45;5;0,00;Activo;0
9286-BHDQG;Male;0;Yes;Yes;72;49-72 meses;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);45,25;3139,80;4;0,00;Activo;0
0230-WEQUW;Male;0;Yes;No;66;49-72 meses;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);56,60;3789,20;5;0,00;Activo;0
2040-LDIWQ;Male;0;Yes;Yes;65;49-72 meses;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);84,20;5324,50;7;0,00;Activo;0
6496-JDSSB;Female;0;No;No;8;0-12 meses;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);80,00;624,60;2;0,00;Activo;0
9408-SSNVZ;Female;0;No;No;4;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,15;268,35;1;70,15;Churn;1
4443-EMBNA;Female;0;Yes;No;71;49-72 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24,75;1836,90;2;0,00;Activo;0
6469-MRVET;Male;0;Yes;Yes;1;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;20,20;20,20;1;0,00;Activo;0
0742-MOABM;Male;0;Yes;No;4;0-12 meses;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Mailed check;50,05;179,35;2;50,05;Churn;1
5961-VUSRV;Female;0;No;No;12;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);19,35;219,35;1;0,00;Activo;0
6778-JFCMK;Male;0;No;No;24;13-24 meses;No;No phone service;DSL;Yes;No;No;No;Yes;Yes;One year;Yes;Mailed check;50,60;1288,75;3;0,00;Activo;0
6341-JVQGF;Female;0;Yes;Yes;31;25-48 meses;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;81,15;2545,75;6;0,00;Activo;0
2232-DMLXU;Female;0;Yes;No;1;0-12 meses;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Mailed check;55,20;55,20;2;55,20;Churn;1
4811-JBUVU;Male;0;No;No;30;25-48 meses;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);89,90;2723,15;4;0,00;Activo;0
0945-TSONX;Female;0;Yes;Yes;47;25-48 meses;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);85,30;4107,25;7;0,00;Activo;0
2651-ZCBXV;Male;0;No;No;54;49-72 meses;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);108,00;5760,65;7;0,00;Activo;0
3316-UWXUY;Male;0;No;No;50;49-72 meses;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);93,50;4747,50;5;0,00;Activo;0
8937-RDTHP;Male;0;No;No;1;0-12 meses;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;84,60;84,60;3;84,60;Churn;1
7083-MIOPC;Female;0;No;No;72;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,25;1566,90;1;0,00;Activo;0
1984-GPTEH;Female;0;No;No;29;25-48 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;25,15;702,00;2;0,00;Activo;0
1251-KRREG;Male;0;No;No;2;0-12 meses;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;54,40;114,10;3;54,40;Churn;1
0621-JFHOL;Female;0;No;No;10;0-12 meses;No;No phone service;DSL;No;No;No;Yes;No;No;Two year;Yes;Mailed check;29,60;299,05;1;0,00;Activo;0
9903-LYSAB;Male;0;Yes;No;18;13-24 meses;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;73,15;1305,95;2;0,00;Activo;0
0094-OIFMO;Female;1;No;No;11;0-12 meses;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,00;1120,30;4;95,00;Churn;1
9227-UAQFT;Male;0;No;No;16;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,75;284,35;1;0,00;Activo;0
7301-ABVAD;Female;0;No;No;72;49-72 meses;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);86,60;6350,50;7;0,00;Activo;0
6614-FHDBO;Male;0;No;No;72;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);109,20;7878,30;7;0,00;Activo;0
7576-ASEJU;Female;0;Yes;Yes;41;25-48 meses;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);74,70;3187,65;5;0,00;Activo;0
9058-HRZSV;Female;1;Yes;No;65;49-72 meses;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;Yes;Month-to-month;No;Electronic check;94,40;6126,15;5;0,00;Activo;0
4522-AKYLR;Female;1;No;No;13;13-24 meses;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;54,80;731,30;3;0,00;Activo;0
0221-WMXNQ;Male;1;No;No;4;0-12 meses;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;75,35;273,40;2;0,00;Activo;0
0303-UNCIP;Male;0;No;No;41;25-48 meses;Yes;Yes;DSL;No;No;Yes;No;No;Yes;One year;No;Mailed check;65,00;2531,80;4;0,00;Activo;0
9947-OTFQU;Male;1;No;No;15;13-24 meses;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;74,40;1074,30;2;74,40;Churn;1
0322-YINQP;Male;0;No;No;1;0-12 meses;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;48,55;48,55;2;48,55;Churn;1
0959-WHOKV;Male;0;No;No;42;25-48 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;Yes;Electronic check;99,00;4298,45;6;0,00;Activo;0
4075-JFPGR;Female;0;Yes;No;51;49-72 meses;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;No;One year;Yes;Electronic check;93,50;4619,55;5;0,00;Activo;0
4629-NRXKX;Female;0;Yes;Yes;2;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70,40;147,15;1;70,40;Churn;1
9514-JDSKI;Male;1;Yes;No;1;0-12 meses;No;No phone service;DSL;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;40,20;40,20;2;40,20;Churn;1
3282-ZISZV;Male;0;No;Yes;32;25-48 meses;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);83,70;2633,30;7;0,00;Activo;0
3675-YDUPJ;Male;0;No;No;10;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,85;193,05;1;0,00;Activo;0
4111-BNXIF;Female;0;Yes;Yes;67;49-72 meses;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;59,55;4103,90;5;0,00;Activo;0
7017-VFHAY;Female;0;Yes;Yes;61;49-72 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);115,10;7008,15;8;0,00;Activo;0
6655-LHBYW;Male;0;No;No;50;49-72 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);114,35;5791,10;8;0,00;Activo;0
4959-JOSRX;Female;0;Yes;No;2;0-12 meses;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);44,60;80,55;1;44,60;Churn;1
5046-NUHWD;Female;1;Yes;No;29;25-48 meses;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;45,00;1228,65;3;0,00;Activo;0
7273-TEFQD;Male;1;No;No;3;0-12 meses;No;No phone service;DSL;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;41,15;132,20;2;41,15;Churn;1
3606-TWKGI;Male;1;No;No;13;13-24 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;106,90;1364,30;6;106,90;Churn;1
7529-ZDFXI;Male;1;Yes;No;57;49-72 meses;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;89,85;4925,35;4;0,00;Activo;0
7605-BDWDC;Female;0;No;No;31;25-48 meses;No;No phone service;DSL;Yes;Yes;No;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);49,85;1520,10;4;0,00;Activo;0
1950-KSVVJ;Female;0;Yes;No;45;25-48 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Mailed check;113,30;5032,25;8;0,00;Activo;0
0123-CRBRT;Female;0;Yes;Yes;61;49-72 meses;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;88,10;5526,75;8;0,00;Activo;0
6292-TOSSS;Male;0;No;No;50;49-72 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24,90;1195,25;2;0,00;Activo;0
3197-ARFOY;Female;1;No;No;19;13-24 meses;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;105,00;2007,25;6;0,00;Activo;0
6323-AYBRX;Male;0;No;No;59;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,35;1099,60;1;19,35;Churn;1
7014-ZZXAW;Female;0;Yes;No;71;49-72 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);24,25;1732,95;2;0,00;Activo;0
4385-GZQXV;Female;1;No;No;16;13-24 meses;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;94,45;1511,20;4;94,45;Churn;1
7633-MVPUY;Male;0;Yes;No;57;49-72 meses;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Electronic check;59,75;3450,15;4;0,00;Activo;0
6366-ZGQGL;Male;0;No;No;1;0-12 meses;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);24,80;24,80;0;24,80;Churn;1
4716-HHKQH;Male;1;Yes;No;20;13-24 meses;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;107,05;2172,05;6;0,00;Activo;0
5940-AHUHD;Male;0;No;No;1;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;70,60;70,60;1;70,60;Churn;1
6432-TWQLB;Male;0;Yes;No;5;0-12 meses;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;85,40;401,10;4;85,40;Churn;1
