Cliente_ID,Fecha_Inicio,Fecha_Fin,Tipo_Contrato,Facturacion_Papel,Metodo_Pago,Cargo_Mensual,Cargo_Total,Antiguedad_Dias,Antiguedad_Meses,Rango_Antiguedad,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Multiples_Lineas,Churn
5716-EZXZN,2014-09-01,No,Two year,Yes,Credit card (automatic),99.05,6502.63,1979,65,49-72 meses,Female,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,0
6837-BJYDQ,2019-11-01,No,One year,No,Mailed check,19.6,58.8,92,3,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
2135-RXIHG,2019-12-01,No,Month-to-month,Yes,Electronic check,45.65,91.3,62,2,0-12 meses,Male,0,No,No,DSL,No,No,No,No,No,No,No,0
6440-DKQGE,2017-08-01,2019-11-01,One year,No,Credit card (automatic),64.5,1776.33,822,27,25-48 meses,Male,0,No,Yes,DSL,No,Yes,Yes,No,Yes,No,No,1
3466-BYAVD,2018-11-01,No,Month-to-month,Yes,Mailed check,69.5,1125.9,457,15,13-24 meses,Male,0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,No,0
3780-YVMFA,2019-06-01,No,Month-to-month,Yes,Electronic check,68.55,548.4,245,8,0-12 meses,Female,0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,No,0
3874-EQOEP,2019-06-01,No,Month-to-month,No,Mailed check,95.0,790.4,245,8,0-12 meses,Male,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,0
1679-JRFBR,2014-04-01,2016-09-01,One year,Yes,Credit card (automatic),108.15,3387.26,884,29,25-48 meses,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,1
9073-ZZIAY,2014-12-01,2018-11-01,Two year,No,Electronic check,86.1,4289.5,1431,47,25-48 meses,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,1
3077-RSNTJ,2019-08-01,No,Month-to-month,No,Mailed check,19.7,124.11,184,6,0-12 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
6551-GNYDG,2018-12-01,No,Month-to-month,Yes,Bank transfer (automatic),80.9,1189.23,427,14,13-24 meses,Female,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,0
9167-APMXZ,2018-04-01,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1851.3,671,22,13-24 meses,Female,0,No,No,Fiber optic,No,No,No,No,Yes,No,Yes,0
2749-CTKAJ,2018-04-01,No,One year,No,Mailed check,20.15,443.3,671,22,13-24 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
6371-NZYEG,2018-10-01,No,Two year,No,Mailed check,64.25,1120.52,488,16,13-24 meses,Male,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,No,0
7554-NEWDD,2019-04-01,No,Two year,No,Bank transfer (automatic),25.7,274.99,306,10,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,Yes,0
8992-VONJD,2019-01-01,No,Month-to-month,Yes,Electronic check,56.0,728.0,396,13,13-24 meses,Female,0,No,Yes,DSL,Yes,Yes,No,No,No,No,No,0
0867-MKZVY,2018-03-01,No,Month-to-month,No,Electronic check,82.4,1933.1,702,23,13-24 meses,Female,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,0
4482-EWFMI,2019-12-01,No,Month-to-month,Yes,Electronic check,69.7,139.4,62,2,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,No,0
4648-YPBTM,2015-09-01,No,Two year,Yes,Bank transfer (automatic),73.9,3916.7,1614,53,49-72 meses,Male,0,No,No,DSL,No,Yes,Yes,Yes,No,Yes,Yes,0
2907-ILJBN,2019-03-01,No,One year,No,Mailed check,20.6,231.13,337,11,0-12 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
6345-FZOQH,2014-05-01,2015-06-01,Two year,No,Mailed check,19.9,263.87,396,13,13-24 meses,Male,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,No,1
3376-BMGFE,2019-07-01,No,Month-to-month,Yes,Bank transfer (automatic),70.9,516.15,215,7,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,No,0
5997-OPVFA,2014-02-01,2015-06-01,Two year,Yes,Bank transfer (automatic),89.05,1424.8,485,16,13-24 meses,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
3445-HXXGF,2015-03-01,2016-12-01,Month-to-month,Yes,Electronic check,45.3,989.35,641,21,13-24 meses,Male,1,Yes,No,DSL,No,Yes,Yes,No,No,Yes,No service,1
1159-WFSGR,2018-10-01,No,Month-to-month,No,Electronic check,20.4,326.4,488,16,13-24 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
7654-YWJUF,2016-07-01,2019-05-01,One year,Yes,Bank transfer (automatic),84.25,2864.5,1034,34,25-48 meses,Male,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,No,1
1875-QIVME,2019-11-01,No,Month-to-month,Yes,Electronic check,104.4,338.26,92,3,0-12 meses,Female,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,0
6727-IOTLZ,2018-12-01,No,Two year,No,Mailed check,81.95,1239.08,427,14,13-24 meses,Male,0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0
0691-JVSYA,2015-05-01,2019-04-01,One year,Yes,Bank transfer (automatic),94.85,4457.95,1431,47,25-48 meses,Female,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,1
5918-VUKWP,2017-06-01,No,One year,No,Bank transfer (automatic),20.55,657.6,975,32,25-48 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
1744-JHKYS,2017-04-01,No,Month-to-month,No,Electronic check,24.7,890.19,1036,34,25-48 meses,Female,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,Yes,0
2656-FMOKZ,2018-07-01,No,Month-to-month,Yes,Mailed check,74.45,1428.7,580,19,13-24 meses,Female,1,No,No,Fiber optic,No,No,No,No,No,No,Yes,0
2070-FNEXE,2019-06-01,No,Month-to-month,No,Bank transfer (automatic),76.45,636.06,245,8,0-12 meses,Female,1,No,No,Fiber optic,Yes,No,No,No,No,No,No,0
5947-SGKCL,2018-11-01,No,Month-to-month,Yes,Bank transfer (automatic),105.35,1738.28,457,15,13-24 meses,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,0
3712-PKXZA,2015-01-01,2019-04-01,One year,Yes,Credit card (automatic),20.55,1048.05,1551,51,49-72 meses,Male,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,No,1
6317-YPKDH,2019-12-01,No,Month-to-month,No,Bank transfer (automatic),29.95,62.3,62,2,0-12 meses,Female,0,No,No,DSL,No,Yes,No,No,No,No,No service,0
6582-OIVSP,2020-01-01,No,Month-to-month,No,Mailed check,45.3,48.02,31,1,0-12 meses,Female,0,No,No,DSL,No,No,No,No,No,No,No,0
9367-WXLCH,2019-02-01,No,Month-to-month,No,Bank transfer (automatic),84.5,1034.28,365,12,0-12 meses,Male,0,No,No,Fiber optic,No,No,No,No,No,Yes,Yes,0
5524-KHNJP,2017-05-01,2019-04-01,One year,No,Credit card (automatic),74.75,1719.25,700,23,13-24 meses,Male,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,1
1918-ZBFQJ,2018-09-01,No,Month-to-month,Yes,Electronic check,79.25,1347.25,518,17,13-24 meses,Female,0,No,No,Fiber optic,No,Yes,Yes,No,No,No,No,0
1024-GUALD,2019-10-01,No,Month-to-month,Yes,Electronic check,24.8,99.2,123,4,0-12 meses,Female,0,Yes,No,DSL,No,No,No,No,No,No,No service,0
4827-USJHP,2018-06-01,No,Month-to-month,Yes,Mailed check,51.8,1118.88,610,20,13-24 meses,Male,0,No,No,DSL,No,Yes,No,No,No,No,No,0
8167-GJLRN,2019-11-01,No,Month-to-month,No,Electronic check,30.4,93.02,92,3,0-12 meses,Male,0,No,No,DSL,No,No,No,Yes,No,No,No service,0
0956-SYCWG,2019-01-01,No,One year,No,Electronic check,19.65,255.45,396,13,13-24 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
8017-UVSZU,2016-10-01,2019-05-01,Month-to-month,No,Credit card (automatic),56.6,1754.6,942,31,25-48 meses,Female,0,Yes,No,DSL,No,Yes,No,No,No,No,Yes,1
7100-FQPRV,2016-07-01,No,One year,Yes,Credit card (automatic),71.9,3091.7,1310,43,25-48 meses,Male,0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,0
2472-OVKUP,2019-07-01,No,Month-to-month,Yes,Electronic check,91.0,700.7,215,7,0-12 meses,Male,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,No,0
2984-RGEYA,2014-05-01,No,Two year,No,Bank transfer (automatic),19.75,1362.75,2102,69,49-72 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
9680-NIAUV,2014-02-01,2018-11-01,Two year,No,Credit card (automatic),109.7,6690.6,1734,57,49-72 meses,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,1
2146-EGVDT,2015-03-01,No,Two year,No,Credit card (automatic),19.3,1184.25,1798,59,49-72 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
2604-IJPDU,2018-06-01,No,Month-to-month,Yes,Electronic check,96.55,2027.55,610,20,13-24 meses,Female,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,0
9178-JHUVJ,2018-02-01,No,Two year,Yes,Bank transfer (automatic),24.1,578.4,730,24,13-24 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
6168-YBYNP,2015-03-01,No,Month-to-month,Yes,Electronic check,111.35,6569.65,1798,59,49-72 meses,Male,0,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,0
7255-SSFBC,2014-02-01,No,Two year,Yes,Bank transfer (automatic),112.25,8324.46,2191,72,49-72 meses,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,0
3645-DEYGF,2020-01-01,No,Month-to-month,No,Mailed check,20.75,22.0,31,1,0-12 meses,Male,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
9323-HGFWY,2017-11-01,No,One year,Yes,Credit card (automatic),101.9,2751.3,822,27,25-48 meses,Female,0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,0
8544-GOQSH,2018-12-01,No,Month-to-month,Yes,Credit card (automatic),80.05,1120.7,427,14,13-24 meses,Female,0,No,No,Fiber optic,No,Yes,No,Yes,No,No,No,0
3363-DTIVD,2014-03-01,2016-07-01,Two year,No,Electronic check,105.55,3044.06,853,28,25-48 meses,Male,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,1
7018-WBJNK,2019-01-01,No,Month-to-month,Yes,Credit card (automatic),78.3,1017.9,396,13,13-24 meses,Male,0,No,Yes,Fiber optic,No,No,No,No,Yes,No,No,0
9142-KZXOP,2016-06-01,No,Month-to-month,No,Credit card (automatic),68.85,3089.99,1340,44,25-48 meses,Male,0,No,No,Fiber optic,No,No,No,No,No,No,No,0
7674-YTAFD,2017-05-01,No,One year,Yes,Bank transfer (automatic),79.95,2823.03,1006,33,25-48 meses,Female,0,No,No,Fiber optic,No,Yes,No,Yes,No,No,No,0
6348-SNFUS,2014-02-01,2017-06-01,Two year,Yes,Credit card (automatic),55.45,2395.44,1216,40,25-48 meses,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No service,1
1285-OKIPP,2019-12-01,No,Month-to-month,No,Electronic check,79.9,174.18,62,2,0-12 meses,Male,0,No,No,Fiber optic,No,No,No,No,No,Yes,No,0
7825-ECJRF,2018-06-01,No,Month-to-month,Yes,Electronic check,106.6,2153.32,610,20,13-24 meses,Female,0,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,0
1347-KTTTA,2014-10-01,No,One year,Yes,Credit card (automatic),102.45,6622.37,1949,64,49-72 meses,Male,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,0
7841-TZDMQ,2019-10-01,No,Month-to-month,Yes,Credit card (automatic),46.0,185.84,123,4,0-12 meses,Male,0,No,No,DSL,No,No,No,No,No,No,No,0
4195-NZGTA,2020-01-01,No,Month-to-month,No,Electronic check,25.25,25.25,31,1,0-12 meses,Female,0,No,No,DSL,No,No,No,No,No,No,No service,0
7157-SMCFK,2015-01-01,2017-08-01,Two year,No,Mailed check,19.75,612.25,943,31,25-48 meses,Male,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,No,1
4709-LKHYG,2017-09-01,No,One year,No,Electronic check,20.0,585.8,883,29,25-48 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
2504-DSHIH,2018-03-01,No,Month-to-month,No,Electronic check,86.8,2016.36,702,23,13-24 meses,Male,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,0
0699-NDKJM,2015-05-01,2018-04-01,Month-to-month,Yes,Bank transfer (automatic),58.75,2159.06,1066,35,25-48 meses,Female,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No service,1
9286-BHDQG,2014-02-01,No,Two year,No,Credit card (automatic),45.25,3355.74,2191,72,49-72 meses,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No service,0
0230-WEQUW,2014-08-01,2017-08-01,Two year,Yes,Bank transfer (automatic),56.6,2078.35,1096,36,25-48 meses,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No service,1
2040-LDIWQ,2014-09-01,No,Two year,Yes,Bank transfer (automatic),84.2,5473.0,1979,65,49-72 meses,Male,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,0
6496-JDSSB,2019-06-01,No,Month-to-month,Yes,Bank transfer (automatic),80.0,691.2,245,8,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,Yes,No,No,0
9408-SSNVZ,2019-09-01,No,Month-to-month,Yes,Electronic check,70.15,350.75,153,5,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,No,0
4443-EMBNA,2014-03-01,2018-08-01,Two year,No,Bank transfer (automatic),24.75,1377.34,1614,53,49-72 meses,Female,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,Yes,1
6469-MRVET,2020-01-01,No,One year,Yes,Electronic check,20.2,20.2,31,1,0-12 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
0742-MOABM,2019-07-01,No,Month-to-month,No,Mailed check,50.05,357.36,215,7,0-12 meses,Male,0,Yes,No,DSL,No,No,No,Yes,No,No,No,0
5961-VUSRV,2019-02-01,No,One year,Yes,Bank transfer (automatic),19.35,232.2,365,12,0-12 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
6778-JFCMK,2018-02-01,No,One year,Yes,Mailed check,50.6,1323.7,730,24,13-24 meses,Male,0,No,No,DSL,Yes,No,No,No,Yes,Yes,No service,0
6341-JVQGF,2017-07-01,2018-02-01,One year,Yes,Mailed check,81.15,579.41,215,7,0-12 meses,Female,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,1
2232-DMLXU,2019-12-01,No,Month-to-month,No,Mailed check,55.2,110.4,62,2,0-12 meses,Female,0,Yes,No,DSL,No,No,No,No,Yes,No,No,0
4811-JBUVU,2017-08-01,No,Month-to-month,Yes,Credit card (automatic),89.9,2697.0,914,30,25-48 meses,Male,0,No,No,Fiber optic,No,No,No,Yes,No,Yes,Yes,0
0945-TSONX,2016-03-01,No,Two year,Yes,Credit card (automatic),85.3,4129.37,1432,47,25-48 meses,Female,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,0
2651-ZCBXV,2015-08-01,No,Two year,Yes,Credit card (automatic),108.0,5832.0,1645,54,49-72 meses,Male,0,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,0
3316-UWXUY,2015-12-01,No,Month-to-month,Yes,Credit card (automatic),93.5,5002.25,1523,50,49-72 meses,Male,0,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,0
8937-RDTHP,2019-10-01,No,Month-to-month,Yes,Mailed check,84.6,338.4,123,4,0-12 meses,Male,0,No,No,Fiber optic,Yes,No,No,No,No,Yes,No,0
7083-MIOPC,2014-02-01,2018-08-01,Two year,No,Credit card (automatic),20.25,1093.5,1642,54,49-72 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,1
1984-GPTEH,2017-09-01,No,Month-to-month,No,Electronic check,25.15,758.52,883,29,25-48 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,Yes,0
1251-KRREG,2019-10-01,No,Month-to-month,Yes,Mailed check,54.4,217.6,123,4,0-12 meses,Male,0,No,No,DSL,No,Yes,No,No,No,No,Yes,0
0621-JFHOL,2019-04-01,No,Two year,Yes,Mailed check,29.6,298.96,306,10,0-12 meses,Female,0,No,No,DSL,No,No,No,Yes,No,No,No service,0
9903-LYSAB,2018-08-01,No,Month-to-month,Yes,Electronic check,73.15,1316.7,549,18,13-24 meses,Male,0,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,0
0094-OIFMO,2018-12-01,No,Month-to-month,Yes,Electronic check,95.0,1330.0,427,14,13-24 meses,Female,1,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,No,0
9227-UAQFT,2018-10-01,No,Two year,No,Mailed check,19.75,316.0,488,16,13-24 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
7301-ABVAD,2014-02-01,No,Two year,No,Bank transfer (automatic),86.6,6858.72,2191,72,49-72 meses,Female,0,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,0
6614-FHDBO,2014-02-01,2016-12-01,Two year,No,Bank transfer (automatic),109.2,3712.8,1034,34,25-48 meses,Male,0,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,1
7576-ASEJU,2016-09-01,No,One year,Yes,Credit card (automatic),74.7,3062.7,1248,41,25-48 meses,Female,0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,0
9058-HRZSV,2014-09-01,No,Month-to-month,No,Electronic check,94.4,6749.6,1979,65,49-72 meses,Female,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,0
4522-AKYLR,2019-01-01,No,Month-to-month,Yes,Electronic check,54.8,712.4,396,13,13-24 meses,Female,1,No,No,DSL,No,Yes,Yes,No,No,No,No,0
0221-WMXNQ,2019-10-01,No,Month-to-month,No,Electronic check,75.35,301.4,123,4,0-12 meses,Male,1,No,No,Fiber optic,Yes,No,No,No,No,No,No,0
0303-UNCIP,2016-09-01,No,One year,No,Mailed check,65.0,2665.0,1248,41,25-48 meses,Male,0,No,No,DSL,No,No,Yes,No,No,Yes,Yes,0
9947-OTFQU,2018-10-01,2019-07-01,Month-to-month,Yes,Electronic check,74.4,669.6,273,9,0-12 meses,Male,1,No,No,Fiber optic,No,Yes,No,No,No,No,No,1
0322-YINQP,2019-09-01,No,Month-to-month,Yes,Mailed check,48.55,242.75,153,5,0-12 meses,Male,0,No,No,DSL,Yes,No,No,No,No,No,No,0
0959-WHOKV,2016-08-01,No,One year,Yes,Electronic check,99.0,4158.0,1279,42,25-48 meses,Male,0,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,0
4075-JFPGR,2015-11-01,No,One year,Yes,Electronic check,93.5,4768.5,1553,51,49-72 meses,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,0
4629-NRXKX,2019-09-01,No,Month-to-month,No,Electronic check,70.4,362.56,153,5,0-12 meses,Female,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,0
9514-JDSKI,2019-11-01,No,Month-to-month,No,Electronic check,40.2,129.04,92,3,0-12 meses,Male,1,Yes,No,DSL,No,Yes,No,No,Yes,No,No service,0
3282-ZISZV,2017-06-01,No,One year,No,Credit card (automatic),83.7,2678.4,975,32,25-48 meses,Male,0,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,0
3675-YDUPJ,2019-04-01,No,Month-to-month,Yes,Mailed check,19.85,204.46,306,10,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
4111-BNXIF,2014-07-01,No,Two year,Yes,Electronic check,59.55,3989.85,2041,67,49-72 meses,Female,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No service,0
7017-VFHAY,2015-01-01,No,Two year,No,Credit card (automatic),115.1,7372.15,1857,61,49-72 meses,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
6655-LHBYW,2015-12-01,No,One year,No,Credit card (automatic),114.35,6003.38,1523,50,49-72 meses,Male,0,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
4959-JOSRX,2019-08-01,No,Month-to-month,Yes,Credit card (automatic),44.6,267.6,184,6,0-12 meses,Female,0,Yes,No,DSL,No,No,No,No,No,No,No,0
5046-NUHWD,2017-09-01,No,Month-to-month,Yes,Electronic check,45.0,1318.05,883,29,25-48 meses,Female,1,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No service,0
7273-TEFQD,2019-08-01,No,Month-to-month,Yes,Electronic check,41.15,246.9,184,6,0-12 meses,Male,1,No,No,DSL,No,No,Yes,No,No,Yes,No service,0
3606-TWKGI,2018-12-01,2019-02-01,Month-to-month,Yes,Electronic check,106.9,213.8,62,2,0-12 meses,Male,1,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1
7529-ZDFXI,2015-05-01,2018-09-01,Month-to-month,Yes,Electronic check,89.85,3594.0,1219,40,25-48 meses,Male,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,1
7605-BDWDC,2017-07-01,No,Two year,Yes,Bank transfer (automatic),49.85,1638.07,945,31,25-48 meses,Female,0,No,No,DSL,Yes,Yes,No,Yes,No,Yes,No service,0
1950-KSVVJ,2016-05-01,No,One year,No,Mailed check,113.3,5404.41,1371,45,25-48 meses,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
0123-CRBRT,2015-01-01,No,Two year,No,Mailed check,88.1,5696.55,1857,61,49-72 meses,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
6292-TOSSS,2015-12-01,No,Two year,No,Bank transfer (automatic),24.9,1294.8,1523,50,49-72 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,Yes,0
3197-ARFOY,2018-07-01,No,Month-to-month,Yes,Mailed check,105.0,1995.0,580,19,13-24 meses,Female,1,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,0
6323-AYBRX,2015-02-01,2015-12-01,Two year,No,Mailed check,19.35,193.5,303,10,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,1
7014-ZZXAW,2014-03-01,2014-06-01,Two year,Yes,Credit card (automatic),24.25,77.84,92,3,0-12 meses,Female,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,Yes,1
4385-GZQXV,2018-06-01,No,Month-to-month,Yes,Electronic check,94.45,1889.0,610,20,13-24 meses,Female,1,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,No,0
7633-MVPUY,2015-05-01,No,Two year,Yes,Electronic check,59.75,3610.1,1737,57,49-72 meses,Male,0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,0
6366-ZGQGL,2019-11-01,No,Month-to-month,No,Bank transfer (automatic),24.8,74.4,92,3,0-12 meses,Male,0,No,No,DSL,No,No,No,No,No,No,No service,0
4716-HHKQH,2018-06-01,No,Month-to-month,No,Electronic check,107.05,2141.0,610,20,13-24 meses,Male,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,0
5940-AHUHD,2019-12-01,No,Month-to-month,No,Mailed check,70.6,141.2,62,2,0-12 meses,Male,0,No,No,Fiber optic,No,No,No,No,No,No,No,0
6432-TWQLB,2019-05-01,No,Month-to-month,Yes,Electronic check,85.4,768.6,276,9,0-12 meses,Male,0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Yes,0
4484-GLZOU,2015-09-01,2018-10-01,Month-to-month,Yes,Electronic check,105.05,4042.32,1126,37,25-48 meses,Female,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1
3179-GBRWV,2018-05-01,No,Month-to-month,Yes,Bank transfer (automatic),64.95,1391.23,641,21,13-24 meses,Male,1,Yes,No,DSL,Yes,Yes,No,No,No,Yes,No,0
8645-KWHJO,2018-12-01,No,Month-to-month,Yes,Electronic check,55.0,770.0,427,14,13-24 meses,Male,0,No,No,DSL,No,No,Yes,Yes,Yes,Yes,No service,0
4130-MZLCC,2019-09-01,No,Month-to-month,No,Bank transfer (automatic),50.55,252.75,153,5,0-12 meses,Female,0,No,No,DSL,No,Yes,No,No,No,No,No,0
0314-TKOSI,2019-08-01,No,Month-to-month,No,Mailed check,55.15,330.9,184,6,0-12 meses,Female,0,No,No,DSL,Yes,Yes,No,No,No,No,No,0
8229-MYEJZ,2019-04-01,No,Month-to-month,No,Electronic check,51.2,558.08,306,10,0-12 meses,Female,0,No,No,DSL,No,Yes,No,No,No,No,No,0
2080-SRCDE,2020-01-01,No,Month-to-month,No,Mailed check,25.4,25.4,31,1,0-12 meses,Female,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
9577-WJVCQ,2014-06-01,2019-08-01,Month-to-month,No,Mailed check,54.45,3375.9,1887,62,49-72 meses,Female,0,No,No,DSL,Yes,No,No,No,No,No,Yes,1
9512-UIBFX,2018-06-01,2018-11-01,Month-to-month,No,Mailed check,95.15,475.75,153,5,0-12 meses,Male,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,1
6202-DYYFX,2018-04-01,No,One year,Yes,Credit card (automatic),76.0,1738.88,671,22,13-24 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,0
3808-HFKDE,2018-06-01,No,Month-to-month,Yes,Electronic check,44.35,922.48,610,20,13-24 meses,Female,0,No,No,DSL,No,No,No,No,No,No,No,0
5583-SXDAG,2019-09-01,No,Month-to-month,No,Electronic check,70.0,378.0,153,5,0-12 meses,Male,0,Yes,No,Fiber optic,No,No,No,No,No,No,No,0
3488-PGMQJ,2019-02-01,No,Month-to-month,Yes,Electronic check,74.5,894.0,365,12,0-12 meses,Male,1,No,No,Fiber optic,No,Yes,No,No,No,No,No,0
3580-REOAC,2019-03-01,No,Month-to-month,Yes,Credit card (automatic),44.85,498.28,337,11,0-12 meses,Male,0,No,No,DSL,No,No,No,No,No,No,No,0
7534-BFESC,2017-11-01,No,Month-to-month,Yes,Electronic check,76.1,2260.17,822,27,25-48 meses,Male,1,No,No,Fiber optic,No,No,No,No,No,No,Yes,0
3727-OWVYD,2017-03-01,No,One year,No,Mailed check,61.2,2291.94,1067,35,25-48 meses,Male,0,No,No,DSL,Yes,Yes,Yes,No,No,No,No,0
2294-SALNE,2018-03-01,No,One year,No,Mailed check,86.8,1996.4,702,23,13-24 meses,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,No,0
